Date,Service_Type,Region,Cost_USD,Cost_Category,Department,Usage_Hours,Resource_Tags
2024-07-24,API Gateway,eu-west-1,47.36,Spot,Fleet Management,8.4,fleet-management-api gateway
2024-05-19,Lambda (Serverless),us-west-2,53.15,Savings Plan,Warehouse Ops,17.7,warehouse-ops-lambda
2024-11-10,EKS (Kubernetes),us-east-1,526.79,Spot,Fleet Management,15.7,fleet-management-eks
2024-12-27,Redshift (Data Warehouse),ap-south-1,339.24,Reserved,Logistics,21.8,logistics-redshift
2024-11-25,SQS (Queue),eu-west-1,9.59,Reserved,Logistics,2.3,logistics-sqs
2024-11-24,CloudFront (CDN),us-west-2,70.94,On-Demand,Fleet Management,13.8,fleet-management-cloudfront
2024-01-21,EKS (Kubernetes),ap-southeast-1,162.23,On-Demand,Logistics,2.1,logistics-eks
2024-09-18,SNS (Notifications),eu-west-1,4.87,Spot,Procurement,4.4,procurement-sns
2024-05-17,EC2 (Compute),us-east-1,207.15,Savings Plan,Fleet Management,5.5,fleet-management-ec2
2024-09-14,SQS (Queue),eu-west-1,18.31,Savings Plan,Procurement,5.6,procurement-sqs
2024-03-02,API Gateway,us-west-2,27.76,On-Demand,Procurement,19.4,procurement-api gateway
2024-10-04,API Gateway,ap-south-1,24.93,Savings Plan,Procurement,12.3,procurement-api gateway
2024-02-20,Redshift (Data Warehouse),eu-west-1,422.28,Spot,Fleet Management,1.7,fleet-management-redshift
2024-06-21,DynamoDB (NoSQL),ap-southeast-1,102.07,Reserved,Fleet Management,3.3,fleet-management-dynamodb
2024-02-23,Lambda (Serverless),ap-south-1,26.11,Spot,Platform / DevOps,2.1,platform-/-devops-lambda
2024-10-24,Redshift (Data Warehouse),ap-southeast-1,86.71,Savings Plan,Data Engineering,19.5,data-engineering-redshift
2024-06-11,CloudWatch (Monitoring),ap-south-1,48.64,On-Demand,Procurement,10.5,procurement-cloudwatch
2024-11-25,SageMaker (ML),us-east-1,,Spot,Fleet Management,8.7,fleet-management-sagemaker
2024-06-18,EC2 (Compute),ap-south-1,120.47,Reserved,Fleet Management,14.0,fleet-management-ec2
2024-04-24,CloudFront (CDN),us-east-1,65.38,Savings Plan,Procurement,10.1,procurement-cloudfront
2024-06-02,Route 53 (DNS),ap-southeast-1,9.87,Spot,Procurement,1.2,procurement-route 53
2024-06-18,RDS (Database),ap-south-1,348.29,Reserved,Platform / DevOps,1.7,platform-/-devops-rds
2024-07-17,Lambda (Serverless),us-east-1,50.73,Reserved,Warehouse Ops,2.9,warehouse-ops-lambda
2024-10-21,,us-east-1,22.2,On-Demand,Platform / DevOps,12.6,platform-/-devops-sqs
2024-02-13,Redshift (Data Warehouse),us-east-1,256.46,Reserved,Warehouse Ops,9.1,warehouse-ops-redshift
2024-01-08,Route 53 (DNS),ap-south-1,6.78,On-Demand,Logistics,11.6,logistics-route 53
2024-08-18,DynamoDB (NoSQL),eu-west-1,130.45,Savings Plan,Logistics,13.7,logistics-dynamodb
2024-09-25,Lambda (Serverless),us-west-2,18.87,Reserved,Logistics,19.8,logistics-lambda
2024-03-03,Redshift (Data Warehouse),us-east-1,285.12,On-Demand,Data Engineering,12.1,data-engineering-redshift
2024-09-30,Lambda (Serverless),ap-south-1,99.77,Reserved,Logistics,2.9,logistics-lambda
2024-11-27,Lambda (Serverless),ap-southeast-1,105.14,On-Demand,Data Engineering,8.8,data-engineering-lambda
2024-03-24,Route 53 (DNS),ap-southeast-1,6.78,On-Demand,Data Engineering,19.6,data-engineering-route 53
2024-04-05,EC2 (Compute),ap-southeast-1,395.43,Savings Plan,Warehouse Ops,21.7,warehouse-ops-ec2
2024-08-30,CloudFront (CDN),ap-south-1,31.44,Reserved,Warehouse Ops,12.9,warehouse-ops-cloudfront
2024-08-31,Lambda (Serverless),us-east-1,58.44,Reserved,Data Engineering,3.3,data-engineering-lambda
2024-12-22,SQS (Queue),eu-west-1,15.62,On-Demand,Data Engineering,21.0,data-engineering-sqs
2024-07-18,API Gateway,us-east-1,30.64,Reserved,Procurement,22.0,procurement-api gateway
2024-09-14,EKS (Kubernetes),us-east-1,288.55,Spot,Procurement,8.7,procurement-eks
2024-11-02,CloudFront (CDN),us-west-2,112.26,Reserved,Platform / DevOps,23.4,platform-/-devops-cloudfront
2024-10-25,SageMaker (ML),us-east-1,947.12,Spot,Logistics,21.6,logistics-sagemaker
2024-02-06,SageMaker (ML),us-west-2,165.59,Spot,Warehouse Ops,11.3,warehouse-ops-sagemaker
2024-01-11,Lambda (Serverless),us-west-2,59.34,Savings Plan,Procurement,13.1,procurement-lambda
2024-10-17,SQS (Queue),us-east-1,8.69,Reserved,Platform / DevOps,18.3,platform-/-devops-sqs
2024-01-29,S3 (Storage),eu-west-1,26.49,Spot,Platform / DevOps,21.5,platform-/-devops-s3
2024-12-30,ElastiCache (Caching),ap-south-1,44.11,Savings Plan,Platform / DevOps,11.3,platform-/-devops-elasticache
2024-09-20,EKS (Kubernetes),eu-west-1,176.67,Reserved,Procurement,17.8,procurement-eks
2024-12-23,ElastiCache (Caching),us-west-2,138.88,On-Demand,Logistics,20.1,logistics-elasticache
2024-12-02,CloudWatch (Monitoring),ap-southeast-1,47.74,On-Demand,Logistics,23.0,logistics-cloudwatch
2024-02-12,EKS (Kubernetes),ap-south-1,382.4,Reserved,Platform / DevOps,15.1,platform-/-devops-eks
2024-02-04,API Gateway,ap-southeast-1,32.34,On-Demand,Data Engineering,2.8,data-engineering-api gateway
2024-03-31,CloudFront (CDN),ap-south-1,67.1,Reserved,Logistics,13.1,logistics-cloudfront
2024-06-15,EKS (Kubernetes),ap-southeast-1,253.22,On-Demand,Data Engineering,9.1,data-engineering-eks
2024-10-29,DynamoDB (NoSQL),ap-southeast-1,40.8,Spot,Logistics,15.1,logistics-dynamodb
2024-04-03,API Gateway,ap-southeast-1,38.39,On-Demand,Fleet Management,19.5,fleet-management-api gateway
2024-07-13,DynamoDB (NoSQL),us-east-1,126.84,Savings Plan,Logistics,5.3,logistics-dynamodb
2024-04-19,ElastiCache (Caching),eu-west-1,131.89,Spot,Warehouse Ops,15.1,warehouse-ops-elasticache
2024-06-11,SNS (Notifications),eu-west-1,53.91,Spot,Fleet Management,1.8,fleet-management-sns
2024-05-24,ElastiCache (Caching),us-west-2,26.15,On-Demand,Fleet Management,8.3,fleet-management-elasticache
2024-10-22,EKS (Kubernetes),eu-west-1,121.39,Spot,Fleet Management,19.8,fleet-management-eks
2024-10-02,ElastiCache (Caching),eu-west-1,132.56,On-Demand,Warehouse Ops,3.4,warehouse-ops-elasticache
2024-09-29,CloudFront (CDN),us-east-1,30.37,Reserved,Fleet Management,3.3,fleet-management-cloudfront
2024-05-25,EKS (Kubernetes),ap-south-1,311.14,Savings Plan,Logistics,17.0,logistics-eks
2024-11-18,EC2 (Compute),eu-west-1,464.95,Reserved,Platform / DevOps,5.1,platform-/-devops-ec2
2024-04-20,API Gateway,eu-west-1,15.52,On-Demand,Fleet Management,18.5,fleet-management-api gateway
2024-10-04,API Gateway,eu-west-1,20.42,Spot,Logistics,12.1,logistics-api gateway
2024-12-28,ElastiCache (Caching),us-east-1,193.41,Savings Plan,Warehouse Ops,20.3,warehouse-ops-elasticache
2024-10-06,SQS (Queue),ap-south-1,15.18,Savings Plan,Platform / DevOps,10.0,platform-/-devops-sqs
2024-05-06,ElastiCache (Caching),ap-southeast-1,62.4,Reserved,Procurement,19.7,procurement-elasticache
2024-07-21,CloudFront (CDN),eu-west-1,33.68,Spot,Data Engineering,13.9,data-engineering-cloudfront
2024-03-16,S3 (Storage),us-east-1,42.82,Reserved,Procurement,7.7,procurement-s3
2024-10-07,Route 53 (DNS),us-west-2,4.27,Spot,Platform / DevOps,19.2,platform-/-devops-route 53
2024-09-18,Route 53 (DNS),ap-southeast-1,8.09,Spot,Logistics,14.9,logistics-route 53
2024-12-06,Route 53 (DNS),us-west-2,13.22,Savings Plan,Data Engineering,19.1,data-engineering-route 53
2024-09-01,ElastiCache (Caching),us-west-2,136.35,Spot,Fleet Management,11.1,fleet-management-elasticache
2024-09-09,Redshift (Data Warehouse),ap-southeast-1,144.11,Savings Plan,Fleet Management,21.7,fleet-management-redshift
2024-11-11,CloudFront (CDN),eu-west-1,89.16,Spot,Procurement,2.7,procurement-cloudfront
2024-06-30,API Gateway,eu-west-1,15.9,Spot,Procurement,12.6,procurement-api gateway
2024-05-05,RDS (Database),ap-south-1,119.49,Savings Plan,Platform / DevOps,19.1,platform-/-devops-rds
2024-02-17,SQS (Queue),us-east-1,14.19,Reserved,Platform / DevOps,20.8,platform-/-devops-sqs
2024-12-22,API Gateway,ap-south-1,57.16,Reserved,Fleet Management,10.2,fleet-management-api gateway
2024-01-12,Lambda (Serverless),us-west-2,5.2,On-Demand,Warehouse Ops,14.7,warehouse-ops-lambda
2024-05-01,EC2 (Compute),ap-south-1,189.09,Reserved,Warehouse Ops,10.0,warehouse-ops-ec2
2024-09-25,API Gateway,ap-southeast-1,28.91,Savings Plan,Data Engineering,2.7,data-engineering-api gateway
2024-06-25,CloudWatch (Monitoring),ap-south-1,28.25,On-Demand,Data Engineering,9.7,data-engineering-cloudwatch
2024-02-11,EKS (Kubernetes),us-east-1,424.07,Spot,Logistics,20.5,logistics-eks
2024-07-06,Route 53 (DNS),ap-south-1,6.64,Savings Plan,Warehouse Ops,4.2,warehouse-ops-route 53
2024-01-30,SNS (Notifications),ap-south-1,3.31,Spot,Fleet Management,11.1,fleet-management-sns
2024-11-22,SNS (Notifications),eu-west-1,20.33,Reserved,Fleet Management,23.9,fleet-management-sns
2024-01-22,SNS (Notifications),eu-west-1,17.51,On-Demand,Fleet Management,1.4,fleet-management-sns
2024-12-02,Redshift (Data Warehouse),us-west-2,286.65,On-Demand,Procurement,16.9,procurement-redshift
2024-01-04,Redshift (Data Warehouse),eu-west-1,290.18,Savings Plan,Platform / DevOps,13.8,platform-/-devops-redshift
2024-07-28,S3 (Storage),ap-southeast-1,102.0,Reserved,Fleet Management,12.8,fleet-management-s3
2024-04-17,CloudWatch (Monitoring),ap-southeast-1,47.19,Spot,Logistics,9.6,logistics-cloudwatch
2024-01-21,CloudFront (CDN),ap-southeast-1,78.39,Reserved,Fleet Management,19.8,fleet-management-cloudfront
2024-04-25,RDS (Database),ap-south-1,176.19,Reserved,Logistics,8.2,logistics-rds
2024-01-07,API Gateway,ap-southeast-1,31.56,Reserved,Procurement,22.2,procurement-api gateway
2024-12-18,SageMaker (ML),ap-south-1,397.09,Savings Plan,Fleet Management,4.8,fleet-management-sagemaker
2024-06-25,ElastiCache (Caching),ap-southeast-1,147.63,On-Demand,Procurement,14.8,procurement-elasticache
2024-05-15,Lambda (Serverless),eu-west-1,60.89,Spot,Procurement,20.4,procurement-lambda
2024-06-25,Route 53 (DNS),eu-west-1,4.09,Spot,Warehouse Ops,6.5,warehouse-ops-route 53
2024-06-16,RDS (Database),ap-southeast-1,189.57,Savings Plan,Platform / DevOps,13.1,platform-/-devops-rds
2024-07-31,Redshift (Data Warehouse),ap-south-1,257.03,On-Demand,Fleet Management,18.9,fleet-management-redshift
2024-12-17,Redshift (Data Warehouse),us-east-1,284.47,On-Demand,Fleet Management,21.3,fleet-management-redshift
2024-03-25,SNS (Notifications),ap-south-1,11.44,On-Demand,Procurement,14.0,procurement-sns
2024-09-01,S3 (Storage),ap-southeast-1,57.59,Savings Plan,Fleet Management,8.2,fleet-management-s3
2024-07-02,CloudFront (CDN),ap-southeast-1,48.36,Savings Plan,Platform / DevOps,11.4,platform-/-devops-cloudfront
2024-02-21,RDS (Database),us-east-1,129.93,Reserved,Platform / DevOps,19.2,platform-/-devops-rds
2024-04-21,Lambda (Serverless),eu-west-1,42.86,Savings Plan,Fleet Management,19.6,fleet-management-lambda
2024-10-14,Lambda (Serverless),us-east-1,49.27,Reserved,Fleet Management,19.7,fleet-management-lambda
2024-01-02,SQS (Queue),eu-west-1,13.98,Reserved,Platform / DevOps,15.8,platform-/-devops-sqs
2024-11-05,SQS (Queue),us-east-1,29.14,Spot,Data Engineering,8.9,data-engineering-sqs
2024-09-15,CloudFront (CDN),us-east-1,89.35,Savings Plan,Logistics,21.5,logistics-cloudfront
2024-02-11,SQS (Queue),ap-southeast-1,24.95,Reserved,Procurement,7.8,procurement-sqs
2024-08-03,ElastiCache (Caching),us-east-1,32.95,On-Demand,Data Engineering,4.7,data-engineering-elasticache
2024-07-05,S3 (Storage),us-east-1,21.47,Savings Plan,Logistics,14.9,logistics-s3
2024-05-14,SQS (Queue),ap-south-1,8.9,Savings Plan,Fleet Management,22.2,fleet-management-sqs
2024-07-06,CloudWatch (Monitoring),ap-southeast-1,8.39,Savings Plan,Fleet Management,23.9,fleet-management-cloudwatch
2024-04-27,SNS (Notifications),eu-west-1,2.74,Reserved,Data Engineering,4.9,data-engineering-sns
2024-01-04,EC2 (Compute),us-west-2,444.56,Savings Plan,Logistics,19.0,logistics-ec2
2024-07-05,DynamoDB (NoSQL),eu-west-1,166.15,Savings Plan,Procurement,6.6,procurement-dynamodb
2024-11-16,CloudFront (CDN),ap-southeast-1,360.8,Savings Plan,Warehouse Ops,5.5,warehouse-ops-cloudfront
2024-03-24,Lambda (Serverless),eu-west-1,66.68,On-Demand,Platform / DevOps,12.8,platform-/-devops-lambda
2024-12-19,S3 (Storage),us-east-1,158.35,Reserved,Procurement,23.4,procurement-s3
2024-06-29,RDS (Database),ap-south-1,338.0,On-Demand,Logistics,14.0,logistics-rds
2024-07-30,ElastiCache (Caching),us-west-2,42.8,Reserved,Fleet Management,8.5,fleet-management-elasticache
2024-10-27,S3 (Storage),ap-southeast-1,91.14,Spot,Data Engineering,6.2,data-engineering-s3
2024-08-08,Route 53 (DNS),us-west-2,2.81,Spot,Fleet Management,10.0,fleet-management-route 53
2024-01-24,CloudFront (CDN),ap-south-1,65.92,Savings Plan,Procurement,15.5,procurement-cloudfront
2024-06-15,SNS (Notifications),ap-southeast-1,7.12,On-Demand,Fleet Management,10.3,fleet-management-sns
2024-06-23,Lambda (Serverless),us-west-2,65.65,Savings Plan,Data Engineering,14.4,data-engineering-lambda
2024-03-02,DynamoDB (NoSQL),us-west-2,84.5,Savings Plan,Procurement,6.1,procurement-dynamodb
2024-11-07,API Gateway,us-west-2,70.08,Savings Plan,Data Engineering,4.8,data-engineering-api gateway
2024-06-03,S3 (Storage),us-west-2,95.97,Reserved,Fleet Management,19.8,fleet-management-s3
2024-03-17,SNS (Notifications),eu-west-1,5.0,On-Demand,Warehouse Ops,2.5,warehouse-ops-sns
2024-07-14,RDS (Database),us-east-1,270.77,On-Demand,Warehouse Ops,10.9,warehouse-ops-rds
2024-09-06,Route 53 (DNS),ap-southeast-1,2.89,Spot,Platform / DevOps,1.8,platform-/-devops-route 53
2024-03-05,EKS (Kubernetes),eu-west-1,480.12,Spot,Warehouse Ops,11.9,warehouse-ops-eks
2024-06-15,API Gateway,us-west-2,13.63,Spot,Warehouse Ops,9.6,warehouse-ops-api gateway
2024-12-06,Lambda (Serverless),eu-west-1,49.38,Spot,Data Engineering,12.6,data-engineering-lambda
2024-09-15,DynamoDB (NoSQL),ap-southeast-1,71.65,Reserved,Data Engineering,9.0,data-engineering-dynamodb
2024-11-12,EKS (Kubernetes),ap-southeast-1,257.65,Spot,Warehouse Ops,2.9,warehouse-ops-eks
2024-11-15,SQS (Queue),ap-south-1,16.56,Spot,Procurement,22.5,procurement-sqs
2024-11-17,SNS (Notifications),ap-south-1,18.96,Spot,Logistics,16.7,logistics-sns
2024-10-26,CloudWatch (Monitoring),ap-southeast-1,9.84,Reserved,Warehouse Ops,19.6,warehouse-ops-cloudwatch
2024-06-24,RDS (Database),us-west-2,324.57,Spot,Platform / DevOps,12.4,platform-/-devops-rds
2024-04-23,Redshift (Data Warehouse),eu-west-1,237.12,Savings Plan,Data Engineering,5.6,data-engineering-redshift
2024-01-10,SageMaker (ML),us-west-2,291.72,On-Demand,Data Engineering,3.3,data-engineering-sagemaker
2024-02-18,API Gateway,us-west-2,10.32,Reserved,Warehouse Ops,6.4,warehouse-ops-api gateway
2024-03-09,EC2 (Compute),ap-southeast-1,410.77,Spot,Data Engineering,16.0,data-engineering-ec2
2024-02-21,Route 53 (DNS),ap-southeast-1,7.31,On-Demand,Platform / DevOps,14.0,platform-/-devops-route 53
2024-05-07,EKS (Kubernetes),us-east-1,148.35,Savings Plan,Logistics,1.9,logistics-eks
2024-02-09,DynamoDB (NoSQL),ap-southeast-1,33.94,Savings Plan,Logistics,3.1,logistics-dynamodb
2024-05-31,Lambda (Serverless),us-east-1,7.88,Reserved,Fleet Management,22.4,fleet-management-lambda
2024-11-07,SQS (Queue),ap-southeast-1,19.7,Reserved,Data Engineering,20.6,data-engineering-sqs
2024-07-01,SQS (Queue),ap-southeast-1,22.7,On-Demand,Warehouse Ops,9.5,warehouse-ops-sqs
2024-09-04,API Gateway,us-west-2,39.9,Spot,Warehouse Ops,20.6,warehouse-ops-api gateway
2024-10-18,SQS (Queue),us-east-1,14.83,Reserved,Data Engineering,19.6,data-engineering-sqs
2024-03-26,EKS (Kubernetes),us-west-2,318.57,Reserved,Warehouse Ops,13.6,warehouse-ops-eks
2024-05-16,SageMaker (ML),eu-west-1,151.89,Reserved,Warehouse Ops,11.5,warehouse-ops-sagemaker
2024-05-16,Lambda (Serverless),us-east-1,9.8,Reserved,Fleet Management,19.6,fleet-management-lambda
2024-03-22,Lambda (Serverless),ap-southeast-1,74.77,On-Demand,Logistics,12.3,logistics-lambda
2024-02-21,API Gateway,eu-west-1,36.47,On-Demand,Fleet Management,24.0,fleet-management-api gateway
2024-08-24,Redshift (Data Warehouse),ap-south-1,168.89,Spot,Platform / DevOps,21.6,platform-/-devops-redshift
2024-10-22,CloudFront (CDN),ap-south-1,75.77,Reserved,Logistics,23.7,logistics-cloudfront
2024-07-20,S3 (Storage),us-west-2,64.19,Savings Plan,Logistics,3.3,logistics-s3
2024-04-02,Lambda (Serverless),eu-west-1,70.54,Savings Plan,Platform / DevOps,8.5,platform-/-devops-lambda
2024-06-04,SNS (Notifications),eu-west-1,8.93,Reserved,Platform / DevOps,19.9,platform-/-devops-sns
2024-06-05,Route 53 (DNS),ap-south-1,8.45,Reserved,Warehouse Ops,4.2,warehouse-ops-route 53
2024-07-31,CloudFront (CDN),eu-west-1,22.58,On-Demand,Logistics,6.6,logistics-cloudfront
2024-05-28,SQS (Queue),eu-west-1,16.39,Reserved,Platform / DevOps,5.2,platform-/-devops-sqs
2024-07-12,SageMaker (ML),us-east-1,289.65,Reserved,Warehouse Ops,9.6,warehouse-ops-sagemaker
2024-06-22,Route 53 (DNS),eu-west-1,8.94,Reserved,Fleet Management,1.2,fleet-management-route 53
2024-12-26,CloudWatch (Monitoring),ap-south-1,22.99,On-Demand,Procurement,7.0,procurement-cloudwatch
2024-03-19,RDS (Database),us-east-1,80.7,Spot,Fleet Management,5.4,fleet-management-rds
2024-08-25,API Gateway,us-east-1,59.49,Savings Plan,Data Engineering,4.8,data-engineering-api gateway
2024-08-02,CloudFront (CDN),eu-west-1,42.77,Spot,Fleet Management,22.5,fleet-management-cloudfront
2024-04-29,Redshift (Data Warehouse),ap-south-1,131.75,Savings Plan,Fleet Management,3.1,fleet-management-redshift
2024-06-06,Lambda (Serverless),ap-southeast-1,19.08,On-Demand,Procurement,22.4,procurement-lambda
2024-01-19,DynamoDB (NoSQL),us-east-1,97.24,On-Demand,Fleet Management,14.7,fleet-management-dynamodb
2024-11-20,API Gateway,us-east-1,41.0,Savings Plan,Fleet Management,18.4,fleet-management-api gateway
2024-12-12,API Gateway,us-east-1,48.85,Spot,Logistics,11.7,logistics-api gateway
2024-07-10,API Gateway,ap-southeast-1,44.35,Savings Plan,Platform / DevOps,22.8,platform-/-devops-api gateway
2024-07-01,SNS (Notifications),eu-west-1,5.72,Reserved,Logistics,18.4,logistics-sns
2024-02-13,Redshift (Data Warehouse),ap-southeast-1,96.27,On-Demand,Data Engineering,19.9,data-engineering-redshift
2024-07-05,S3 (Storage),ap-south-1,101.83,Savings Plan,Warehouse Ops,20.8,warehouse-ops-s3
2024-08-11,ElastiCache (Caching),eu-west-1,135.81,Spot,Logistics,4.1,logistics-elasticache
2024-10-14,SNS (Notifications),us-east-1,17.29,Spot,Logistics,13.6,logistics-sns
2024-12-06,S3 (Storage),us-west-2,57.66,Savings Plan,Procurement,1.2,procurement-s3
2024-09-07,SQS (Queue),eu-west-1,3.06,Spot,Procurement,20.0,procurement-sqs
2024-12-04,RDS (Database),us-east-1,223.41,On-Demand,Procurement,18.1,procurement-rds
2024-07-09,SNS (Notifications),us-east-1,17.44,Spot,Logistics,20.6,logistics-sns
2024-03-19,Redshift (Data Warehouse),eu-west-1,252.03,Savings Plan,Platform / DevOps,20.4,platform-/-devops-redshift
2024-09-15,SNS (Notifications),eu-west-1,16.8,Reserved,Warehouse Ops,2.0,warehouse-ops-sns
2024-10-05,CloudFront (CDN),ap-south-1,15.48,Reserved,Platform / DevOps,12.9,platform-/-devops-cloudfront
2024-12-01,API Gateway,us-east-1,77.82,Reserved,Procurement,21.7,procurement-api gateway
2024-02-19,Lambda (Serverless),eu-west-1,8.67,Savings Plan,Data Engineering,19.9,data-engineering-lambda
2024-04-25,Route 53 (DNS),ap-south-1,9.53,Reserved,Logistics,15.9,logistics-route 53
2024-10-06,DynamoDB (NoSQL),us-west-2,126.81,Savings Plan,Logistics,11.5,logistics-dynamodb
2024-11-20,Route 53 (DNS),us-east-1,2.78,Spot,Platform / DevOps,19.7,platform-/-devops-route 53
2024-04-18,EC2 (Compute),eu-west-1,101.65,Reserved,Data Engineering,21.2,data-engineering-ec2
2024-03-18,Redshift (Data Warehouse),ap-south-1,246.15,Spot,Logistics,14.7,logistics-redshift
2024-01-13,ElastiCache (Caching),eu-west-1,83.59,Savings Plan,Logistics,10.3,logistics-elasticache
2024-01-08,EC2 (Compute),ap-southeast-1,248.89,Reserved,Logistics,16.4,logistics-ec2
2024-04-25,SNS (Notifications),us-east-1,8.99,Reserved,Fleet Management,10.0,fleet-management-sns
2024-02-04,API Gateway,ap-south-1,32.43,Spot,Fleet Management,9.7,fleet-management-api gateway
2024-06-09,EC2 (Compute),eu-west-1,158.97,Savings Plan,Fleet Management,1.5,fleet-management-ec2
2024-01-26,EC2 (Compute),ap-southeast-1,133.12,Reserved,Platform / DevOps,15.1,platform-/-devops-ec2
2024-12-27,CloudWatch (Monitoring),us-east-1,19.87,Spot,Data Engineering,2.3,data-engineering-cloudwatch
2024-02-22,CloudWatch (Monitoring),ap-southeast-1,26.95,Reserved,Warehouse Ops,1.8,warehouse-ops-cloudwatch
